emp_id,leave_type,leave_applied_date,leave_start_date,leave_end_date,leave_days,status
401,Casual Leave,2023-01-30,2023-02-05,2023-02-07,3,Approved
401,Casual Leave,2022-11-17,2022-11-22,2022-11-24,3,Rejected
401,Casual Leave,2023-12-17,2023-12-23,2023-12-26,4,Approved
401,Earn Leave,2023-05-30,2023-06-05,2023-06-07,3,Approved
401,Casual Leave,2023-11-27,2023-12-03,2023-12-06,4,Approved
401,Earn Leave,2022-02-24,2022-03-02,2022-03-03,2,Approved
402,Casual Leave,2022-03-27,2022-04-03,2022-04-05,3,Approved
402,Casual Leave,2022-09-05,2022-09-13,2022-09-14,2,Approved
402,Casual Leave,2022-07-08,2022-07-13,2022-07-14,2,Approved
402,Casual Leave,2022-10-13,2022-10-18,2022-10-21,4,Approved
402,Casual Leave,2023-07-19,2023-07-26,2023-07-27,2,Approved
402,Casual Leave,2023-03-27,2023-04-03,2023-04-05,3,Approved
402,Casual Leave,2022-09-13,2022-09-21,2022-09-23,3,Approved
402,Casual Leave,2022-10-24,2022-10-29,2022-10-31,3,Rejected
402,Casual Leave,2022-04-09,2022-04-17,2022-04-20,4,Approved
402,Casual Leave,2023-10-15,2023-10-20,2023-10-22,3,Approved
403,Casual Leave,2022-01-04,2022-01-09,2022-01-12,4,Approved
404,Casual Leave,2023-07-23,2023-07-30,2023-08-01,3,Rejected
404,Earn Leave,2023-01-25,2023-01-30,2023-02-01,3,Approved
404,Casual Leave,2022-10-29,2022-11-06,2022-11-09,4,Approved
405,Sick Leave,2022-02-01,2022-02-09,2022-02-10,2,Rejected
405,Casual Leave,2023-12-13,2023-12-20,2023-12-22,3,Approved
405,Casual Leave,2022-11-16,2022-11-22,2022-11-23,2,Approved
405,Casual Leave,2022-02-20,2022-02-27,2022-02-28,2,Approved
405,Earn Leave,2022-09-24,2022-09-30,2022-10-02,3,Approved
405,Casual Leave,2023-11-14,2023-11-22,2023-11-25,4,Approved
405,Casual Leave,2022-04-11,2022-04-20,2022-04-22,3,Approved
405,Earn Leave,2022-10-28,2022-11-03,2022-11-06,4,Approved
405,Casual Leave,2023-09-13,2023-09-22,2023-09-25,4,Approved
405,Casual Leave,2022-06-25,2022-07-02,2022-07-03,2,Approved
406,Earn Leave,2022-01-25,2022-02-03,2022-02-05,3,Approved
406,Casual Leave,2022-12-13,2022-12-22,2022-12-23,2,Rejected
406,Casual Leave,2023-02-08,2023-02-16,2023-02-17,2,Approved
406,Earn Leave,2022-02-21,2022-03-01,2022-03-03,3,Approved
406,Casual Leave,2023-10-14,2023-10-23,2023-10-26,4,Approved
406,Earn Leave,2022-08-26,2022-09-01,2022-09-04,4,Approved
406,Earn Leave,2022-12-24,2023-01-01,2023-01-04,4,Approved
406,Sick Leave,2022-01-10,2022-01-15,2022-01-17,3,Rejected
406,Casual Leave,2022-04-12,2022-04-17,2022-04-18,2,Approved
406,Casual Leave,2023-03-06,2023-03-12,2023-03-13,2,Approved
407,Casual Leave,2023-03-13,2023-03-18,2023-03-19,2,Approved
407,Casual Leave,2023-11-21,2023-11-26,2023-11-28,3,Approved
407,Casual Leave,2022-12-14,2022-12-20,2022-12-22,3,Approved
407,Casual Leave,2022-12-23,2022-12-31,2023-01-02,3,Approved
408,Casual Leave,2022-05-07,2022-05-14,2022-05-16,3,Approved
408,Earn Leave,2023-01-31,2023-02-09,2023-02-11,3,Approved
408,Earn Leave,2022-05-31,2022-06-07,2022-06-09,3,Approved
408,Sick Leave,2021-12-27,2022-01-01,2022-01-03,3,Approved
408,Earn Leave,2022-01-05,2022-01-11,2022-01-12,2,Approved
409,Casual Leave,2022-09-23,2022-09-29,2022-09-30,2,Approved
409,Casual Leave,2022-12-13,2022-12-20,2022-12-23,4,Approved
409,Sick Leave,2022-03-25,2022-04-01,2022-04-02,2,Approved
409,Casual Leave,2023-04-13,2023-04-20,2023-04-21,2,Approved
409,Casual Leave,2023-12-13,2023-12-21,2023-12-22,2,Approved
409,Casual Leave,2023-02-12,2023-02-19,2023-02-20,2,Approved
409,Casual Leave,2023-10-04,2023-10-11,2023-10-12,2,Approved
409,Casual Leave,2022-07-07,2022-07-13,2022-07-14,2,Approved
409,Casual Leave,2023-08-26,2023-09-03,2023-09-04,2,Approved
410,Earn Leave,2023-03-31,2023-04-09,2023-04-12,4,Approved
410,Casual Leave,2022-07-18,2022-07-25,2022-07-26,2,Approved
410,Casual Leave,2023-04-12,2023-04-20,2023-04-23,4,Approved
410,Casual Leave,2023-05-20,2023-05-28,2023-05-31,4,Approved
410,Casual Leave,2022-12-11,2022-12-20,2022-12-22,3,Approved
410,Casual Leave,2023-04-13,2023-04-22,2023-04-25,4,Approved
411,Casual Leave,2022-01-10,2022-01-15,2022-01-16,2,Approved
411,Casual Leave,2022-11-25,2022-12-02,2022-12-03,2,Approved
411,Casual Leave,2023-04-28,2023-05-06,2023-05-08,3,Approved
412,Sick Leave,2023-06-12,2023-06-18,2023-06-19,2,Approved
412,Casual Leave,2022-10-06,2022-10-13,2022-10-15,3,Approved
412,Casual Leave,2022-03-14,2022-03-19,2022-03-20,2,Approved
412,Casual Leave,2022-03-21,2022-03-30,2022-03-31,2,Approved
412,Earn Leave,2023-12-02,2023-12-09,2023-12-12,4,Rejected
412,Casual Leave,2022-10-17,2022-10-26,2022-10-27,2,Approved
412,Casual Leave,2022-11-20,2022-11-28,2022-11-29,2,Approved
412,Earn Leave,2023-07-14,2023-07-22,2023-07-24,3,Approved
412,Earn Leave,2022-05-19,2022-05-24,2022-05-26,3,Approved
413,Casual Leave,2022-06-30,2022-07-09,2022-07-12,4,Rejected
413,Earn Leave,2023-08-26,2023-09-03,2023-09-04,2,Approved
413,Casual Leave,2023-03-22,2023-03-28,2023-03-30,3,Approved
413,Casual Leave,2022-09-16,2022-09-23,2022-09-26,4,Rejected
414,Casual Leave,2023-11-18,2023-11-24,2023-11-26,3,Approved
414,Earn Leave,2022-11-07,2022-11-14,2022-11-16,3,Approved
414,Casual Leave,2023-02-16,2023-02-24,2023-02-27,4,Approved
414,Earn Leave,2023-01-02,2023-01-11,2023-01-14,4,Approved
414,Casual Leave,2022-07-16,2022-07-21,2022-07-24,4,Approved
414,Casual Leave,2023-10-25,2023-11-03,2023-11-05,3,Approved
414,Casual Leave,2022-06-11,2022-06-19,2022-06-21,3,Approved
414,Casual Leave,2023-08-07,2023-08-15,2023-08-18,4,Approved
414,Casual Leave,2023-10-22,2023-10-30,2023-11-02,4,Approved
415,Casual Leave,2022-05-11,2022-05-18,2022-05-19,2,Approved
415,Sick Leave,2022-04-17,2022-04-25,2022-04-28,4,Approved
415,Casual Leave,2022-01-22,2022-01-28,2022-01-29,2,Approved
415,Casual Leave,2023-02-04,2023-02-09,2023-02-10,2,Rejected
415,Casual Leave,2022-06-07,2022-06-12,2022-06-13,2,Rejected
415,Casual Leave,2023-11-13,2023-11-20,2023-11-22,3,Approved
415,Casual Leave,2023-10-24,2023-10-31,2023-11-02,3,Approved
415,Casual Leave,2023-07-25,2023-07-31,2023-08-03,4,Rejected
415,Casual Leave,2023-08-21,2023-08-28,2023-08-30,3,Approved
416,Casual Leave,2022-10-08,2022-10-16,2022-10-17,2,Approved
416,Casual Leave,2022-04-17,2022-04-26,2022-04-27,2,Approved
416,Earn Leave,2022-09-21,2022-09-27,2022-09-28,2,Approved
416,Earn Leave,2023-11-18,2023-11-24,2023-11-25,2,Approved
416,Casual Leave,2022-02-18,2022-02-27,2022-03-01,3,Approved
416,Earn Leave,2023-04-24,2023-05-03,2023-05-05,3,Approved
416,Casual Leave,2023-04-11,2023-04-16,2023-04-18,3,Approved
416,Casual Leave,2023-10-27,2023-11-04,2023-11-05,2,Approved
417,Casual Leave,2022-08-01,2022-08-08,2022-08-11,4,Approved
417,Casual Leave,2023-06-19,2023-06-27,2023-06-28,2,Approved
417,Casual Leave,2022-07-30,2022-08-08,2022-08-10,3,Approved
417,Casual Leave,2022-01-22,2022-01-29,2022-02-01,4,Approved
417,Casual Leave,2022-11-06,2022-11-11,2022-11-14,4,Approved
417,Sick Leave,2023-08-14,2023-08-23,2023-08-24,2,Approved
417,Casual Leave,2022-08-18,2022-08-25,2022-08-26,2,Approved
417,Casual Leave,2023-08-29,2023-09-04,2023-09-05,2,Approved
417,Earn Leave,2022-06-27,2022-07-02,2022-07-05,4,Approved
418,Casual Leave,2023-11-12,2023-11-21,2023-11-23,3,Approved
418,Earn Leave,2022-08-05,2022-08-12,2022-08-13,2,Approved
419,Earn Leave,2022-05-01,2022-05-10,2022-05-11,2,Approved
419,Casual Leave,2022-03-07,2022-03-16,2022-03-17,2,Approved
419,Earn Leave,2023-07-02,2023-07-09,2023-07-12,4,Approved
419,Sick Leave,2022-12-27,2023-01-02,2023-01-05,4,Approved
419,Earn Leave,2023-06-15,2023-06-20,2023-06-22,3,Approved
419,Earn Leave,2023-08-31,2023-09-08,2023-09-09,2,Approved
419,Casual Leave,2022-01-20,2022-01-27,2022-01-28,2,Rejected
419,Casual Leave,2023-10-19,2023-10-26,2023-10-29,4,Approved
419,Earn Leave,2023-06-18,2023-06-27,2023-06-30,4,Rejected
420,Earn Leave,2023-02-03,2023-02-09,2023-02-11,3,Rejected
420,Earn Leave,2022-09-14,2022-09-19,2022-09-22,4,Approved
420,Earn Leave,2023-06-29,2023-07-04,2023-07-05,2,Approved
420,Casual Leave,2022-08-01,2022-08-08,2022-08-09,2,Rejected
420,Casual Leave,2023-01-22,2023-01-27,2023-01-30,4,Approved
420,Sick Leave,2022-09-29,2022-10-08,2022-10-10,3,Approved
421,Sick Leave,2023-08-07,2023-08-13,2023-08-16,4,Approved
421,Earn Leave,2023-12-10,2023-12-17,2023-12-20,4,Rejected
421,Earn Leave,2023-02-12,2023-02-19,2023-02-22,4,Approved
421,Sick Leave,2022-03-07,2022-03-13,2022-03-15,3,Approved
421,Earn Leave,2022-04-17,2022-04-23,2022-04-24,2,Approved
421,Casual Leave,2021-12-31,2022-01-09,2022-01-10,2,Approved
421,Casual Leave,2023-05-14,2023-05-22,2023-05-25,4,Approved
421,Casual Leave,2023-08-10,2023-08-16,2023-08-19,4,Approved
421,Sick Leave,2022-11-05,2022-11-11,2022-11-12,2,Approved
421,Casual Leave,2023-05-10,2023-05-19,2023-05-21,3,Approved
422,Casual Leave,2022-05-18,2022-05-25,2022-05-26,2,Rejected
422,Casual Leave,2022-03-09,2022-03-18,2022-03-20,3,Rejected
422,Casual Leave,2022-01-08,2022-01-15,2022-01-16,2,Rejected
422,Casual Leave,2023-02-06,2023-02-15,2023-02-18,4,Approved
422,Casual Leave,2022-04-15,2022-04-22,2022-04-25,4,Rejected
423,Casual Leave,2022-05-18,2022-05-23,2022-05-25,3,Approved
423,Casual Leave,2023-11-26,2023-12-01,2023-12-03,3,Approved
423,Casual Leave,2022-02-22,2022-03-01,2022-03-02,2,Approved
423,Casual Leave,2022-09-17,2022-09-25,2022-09-28,4,Approved
423,Earn Leave,2023-05-09,2023-05-14,2023-05-17,4,Approved
423,Earn Leave,2023-06-30,2023-07-09,2023-07-12,4,Approved
423,Casual Leave,2023-05-15,2023-05-23,2023-05-26,4,Approved
423,Casual Leave,2022-07-30,2022-08-07,2022-08-09,3,Approved
424,Casual Leave,2023-02-17,2023-02-26,2023-02-28,3,Approved
424,Sick Leave,2023-06-18,2023-06-24,2023-06-27,4,Approved
424,Casual Leave,2022-11-29,2022-12-07,2022-12-09,3,Approved
425,Earn Leave,2023-03-03,2023-03-11,2023-03-12,2,Rejected
426,Earn Leave,2023-08-12,2023-08-17,2023-08-19,3,Approved
426,Earn Leave,2022-12-29,2023-01-06,2023-01-08,3,Approved
426,Casual Leave,2023-02-24,2023-03-03,2023-03-05,3,Approved
426,Sick Leave,2023-09-24,2023-09-30,2023-10-02,3,Approved
427,Earn Leave,2022-11-29,2022-12-05,2022-12-06,2,Approved
427,Earn Leave,2022-08-01,2022-08-08,2022-08-09,2,Approved
427,Casual Leave,2022-04-13,2022-04-19,2022-04-20,2,Approved
427,Casual Leave,2023-10-17,2023-10-23,2023-10-26,4,Approved
427,Casual Leave,2023-06-15,2023-06-23,2023-06-26,4,Approved
427,Sick Leave,2022-01-30,2022-02-05,2022-02-08,4,Rejected
427,Sick Leave,2022-08-30,2022-09-04,2022-09-07,4,Approved
428,Earn Leave,2022-11-15,2022-11-21,2022-11-23,3,Approved
428,Casual Leave,2023-11-07,2023-11-12,2023-11-15,4,Approved
428,Casual Leave,2023-03-26,2023-04-04,2023-04-06,3,Approved
429,Earn Leave,2023-12-18,2023-12-24,2023-12-26,3,Rejected
429,Casual Leave,2023-01-02,2023-01-07,2023-01-08,2,Approved
429,Casual Leave,2023-03-24,2023-03-29,2023-04-01,4,Approved
429,Earn Leave,2022-05-05,2022-05-14,2022-05-16,3,Approved
429,Earn Leave,2023-01-28,2023-02-02,2023-02-04,3,Approved
429,Earn Leave,2022-03-02,2022-03-11,2022-03-14,4,Approved
429,Casual Leave,2022-11-27,2022-12-04,2022-12-05,2,Approved
429,Casual Leave,2023-01-25,2023-02-02,2023-02-03,2,Approved
429,Casual Leave,2022-04-05,2022-04-10,2022-04-13,4,Approved
429,Casual Leave,2023-01-01,2023-01-10,2023-01-13,4,Approved
430,Casual Leave,2023-09-27,2023-10-05,2023-10-06,2,Approved
430,Casual Leave,2022-08-30,2022-09-05,2022-09-07,3,Approved
430,Casual Leave,2023-04-25,2023-05-01,2023-05-04,4,Approved
430,Casual Leave,2022-02-22,2022-02-27,2022-03-01,3,Approved
430,Casual Leave,2023-06-22,2023-06-28,2023-06-30,3,Approved
430,Casual Leave,2023-08-29,2023-09-06,2023-09-08,3,Approved
431,Casual Leave,2023-10-20,2023-10-28,2023-10-30,3,Approved
431,Earn Leave,2022-05-01,2022-05-06,2022-05-08,3,Rejected
431,Earn Leave,2022-06-01,2022-06-10,2022-06-13,4,Approved
431,Casual Leave,2021-12-29,2022-01-06,2022-01-09,4,Approved
431,Earn Leave,2023-03-16,2023-03-24,2023-03-25,2,Approved
431,Earn Leave,2022-05-12,2022-05-20,2022-05-22,3,Approved
432,Casual Leave,2022-03-15,2022-03-20,2022-03-23,4,Approved
432,Casual Leave,2022-01-03,2022-01-12,2022-01-13,2,Approved
432,Casual Leave,2022-10-12,2022-10-21,2022-10-22,2,Approved
432,Casual Leave,2023-01-31,2023-02-07,2023-02-09,3,Approved
432,Casual Leave,2023-03-17,2023-03-26,2023-03-28,3,Approved
432,Casual Leave,2023-04-07,2023-04-15,2023-04-17,3,Rejected
